"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 15:11:02 GMT 2024","Thu Nov 07 15:11:03 GMT 2024","852","when create a new work order","when click ""Create Work Order""","","","","should display a title and a form",""
"passed","Thu Nov 07 15:10:19 GMT 2024","Thu Nov 07 15:10:20 GMT 2024","884","MaintainX QA-Take-Home Project home page","","","","","should have a grid",""
"passed","Thu Nov 07 15:10:26 GMT 2024","Thu Nov 07 15:10:26 GMT 2024","499","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 4th order named ""Hammer nails“ with open Status",""
"passed","Thu Nov 07 15:10:59 GMT 2024","Thu Nov 07 15:11:00 GMT 2024","740","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > when click on the status switch button > then when click on the return button","","","should return back to the view work orders page and the status of 2nd work order should be DONE",""
"passed","Thu Nov 07 15:10:25 GMT 2024","Thu Nov 07 15:10:25 GMT 2024","573","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 2nd order named ""Clean Cat Morty's litterbox“ with open Status",""
"passed","Thu Nov 07 15:10:21 GMT 2024","Thu Nov 07 15:10:21 GMT 2024","543","MaintainX QA-Take-Home Project home page","left navigator section","","","","should include two list items",""
"passed","Thu Nov 07 15:10:53 GMT 2024","Thu Nov 07 15:10:54 GMT 2024","812","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page","","","should exist and the status should be Open",""
"passed","Thu Nov 07 15:11:04 GMT 2024","Thu Nov 07 15:11:04 GMT 2024","584","when create a new work order","when click ""Create Work Order""","the form","","","should include form rows Name and Assignees and a create button",""
"passed","Thu Nov 07 15:10:50 GMT 2024","Thu Nov 07 15:10:51 GMT 2024","677","Multiple screen size tests","iphone 14 pro max size","","","","should be able to add a todo in mobile size",""
"passed","Thu Nov 07 15:10:57 GMT 2024","Thu Nov 07 15:10:58 GMT 2024","589","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a Assignees",""
"passed","Thu Nov 07 15:10:38 GMT 2024","Thu Nov 07 15:10:40 GMT 2024","1965","","","","","","should be able to add a todo",""
"passed","Thu Nov 07 15:10:27 GMT 2024","Thu Nov 07 15:10:27 GMT 2024","566","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 5th order named ""Land on Earth“ with DONE Status",""
"passed","Thu Nov 07 15:11:04 GMT 2024","Thu Nov 07 15:11:06 GMT 2024","1276","when create a new work order","when click ""Create Work Order""","when fill the form > when enter a name and select two various assignees and click Create button","","","should make work orders table visible and the length of it should be 7",""
"passed","Thu Nov 07 15:10:25 GMT 2024","Thu Nov 07 15:10:26 GMT 2024","590","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 3rd order named ""Walk Dog Morty around the block“ with open Status",""
"passed","Thu Nov 07 15:10:22 GMT 2024","Thu Nov 07 15:10:23 GMT 2024","566","MaintainX QA-Take-Home Project home page","left navigator section","","","","should have the second anchor element named ""View Work-Orders“",""
"passed","Thu Nov 07 15:10:23 GMT 2024","Thu Nov 07 15:10:23 GMT 2024","588","MaintainX QA-Take-Home Project home page","right articles section","","","","should be visible",""
"passed","Thu Nov 07 15:11:03 GMT 2024","Thu Nov 07 15:11:04 GMT 2024","591","when create a new work order","when click ""Create Work Order""","the title","","","should be ""New Work Orders""",""
"passed","Thu Nov 07 15:10:24 GMT 2024","Thu Nov 07 15:10:25 GMT 2024","553","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 1st order named ""Unfreeze Frozen Morty“ with open Status",""
"passed","Thu Nov 07 15:10:56 GMT 2024","Thu Nov 07 15:10:56 GMT 2024","600","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a detail name",""
"passed","Thu Nov 07 15:10:49 GMT 2024","Thu Nov 07 15:10:50 GMT 2024","873","Multiple screen size tests","default size","","","","should be able to add a todo in default size",""
"passed","Thu Nov 07 15:10:54 GMT 2024","Thu Nov 07 15:10:55 GMT 2024","662","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name","","","should make a details section visible",""
"passed","Thu Nov 07 15:10:55 GMT 2024","Thu Nov 07 15:10:55 GMT 2024","599","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a Retourner button",""
"passed","Thu Nov 07 15:10:58 GMT 2024","Thu Nov 07 15:10:58 GMT 2024","664","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a button with ”Close the work order""",""
